course_title,professor,location,course_code,course_subject
Doctoral Research Seminar.,TBA,TBA,703,ECSE
Art Curriculum and Instruction - Elementary.,TBA,EDUC 433,332,EDEA
Curriculum and Instruction in Drama Education.,Mindy Roberta  Carter ,EDUC 434,342,EDEA
Music Curriculum and Instruction for Generalists.,Helene   Boucher ,EDUC 624,345,EDEA
Methods in Music Education 2.,Lisa Marie   Lorenzino | Helene   Boucher ,EDUC 624,472,EDEA
Effective Communication.,TBA,TBA,202,EDEC
Communication in Education.,TBA,EDUC 211,203,EDEC
Communication in Education.,TBA,EDUC 624,203,EDEC
Multicultural Education.,TBA,STBIO N2/2,248,EDEC
Multicultural Education.,TBA,STBIO N2/2,248,EDEC
Multicultural Education.,Ratna   Ghosh ,STBIO N2/2,248,EDEC
Multicultural Education.,Ratna   Ghosh ,STBIO N2/2,248,EDEC
Philosophical Foundations.,Kevin Michael   McDonough ,LEA 219,260,EDEC
Philosophical Foundations.,Kevin Michael   McDonough ,LEA 219,260,EDEC
"Media, Technology and Education.",Lisa   Trimble ,EDUC 627,262,EDEC
"Media, Technology and Education.",Dawn   Wiseman ,EDUC 627,262,EDEC
"Media, Technology and Education.",Dawn   Wiseman ,EDUC 627,262,EDEC
"Media, Technology and Education.",TBA,EDUC 627,262,EDEC
"Media, Technology and Education.",TBA,EDUC 627,262,EDEC
"Media, Technology and Education.",Lisa   Trimble ,EDUC 129,262,EDEC
"Media, Technology and Education.",Lisa   Trimble ,EDUC 129,262,EDEC
Media Literacy.,Christian Micha  Ehret ,EDUC 613,612,EDEC
"Researching, Teaching, Learning and Teacher Education.",Marta Anna  Kobiela ,ARTS 230,624,EDEC
Interpretive Inquiry.,Lynn   Butler Kisber ,EDUC 437,707,EDEC
Language Arts.,Naomi Elizabeth  Nichols ,EDUC 129,223,EDEE
Language Arts.,Teresa   Strong ,STBIO N2/2,223,EDEE
Kindergarten Classroom Pedagogy.,Sheryl   Smith-Gilman ,EDUC 129,253,EDEE
Kindergarten Classroom Pedagogy.,Sheryl   Smith-Gilman ,EDUC 216,253,EDEE
Reading Methods - Early Childhood.,TBA,MCMED 206/7,260,EDEE
Reading Methods - Early Childhood.,TBA,EDUC 211,260,EDEE
Reading Methods - Early Childhood.,Robert Samuel  Savage ,EDUC 211,260,EDEE
Elementary School Science.,TBA,TBA,270,EDEE
Elementary School Science 2.,Dawn   Wiseman ,STBIO S1/3,273,EDEE
Social Studies Pedagogy.,Philip S S  Howard ,CURRIE 408/9,283,EDEE
Social Studies Pedagogy.,TBA,ENGMC 11,283,EDEE
Teaching Elementary Mathematics 2.,Marta Anna  Kobiela ,EDUC 436,332,EDEE
Teaching Elementary Mathematics 2.,Annie   Savard ,EDUC 436,332,EDEE
Teaching Elementary Mathematics 2.,TBA,EDUC 436,332,EDEE
Critical Perspectives in Educational Theory and Research.,Teresa   Strong ,EDUC 629,609,EDEM
Critical Perspectives in Educational Theory and Research.,TBA,EDUC 433,609,EDEM
Organising Non-Formal Learning.,Abdul Aziz   Choudry ,EDUC 338,676,EDEM
Research Methods: Theory and Practice.,TBA,EDUC 434,690,EDEM
Qualitative Research Methods.,TBA,EDUC 433,692,EDEM
Visions and Realities of Jewish Education.,Eric   Caplan ,EDUC 211,320,EDER
Ethics and Religious Culture (K/Elementary).,TBA,EDUC 216,360,EDER
Ethics and Religious Culture (K/Elementary).,TBA,EDUC 216,360,EDER
Ethics and Religious Culture (Secondary).,TBA,EDUC 338,372,EDER
Moral Values and Human Action.,Kevin Michael   McDonough ,BURN 1B45,395,EDER
Educational Implications of Social Theory.,Naomi Elizabeth  Nichols ,EDUC 431,608,EDER
Teaching Secondary Social Studies 1.,Boghos   Zanazanian ,CURRIE 408/9,334,EDES
Teaching Secondary Science 1.,Allison Jardim  Gonsalves ,EDUC 437,335,EDES
Teaching Secondary Science 1.,Allison Jardim  Gonsalves ,EDUC 437,335,EDES
Teaching Secondary Mathematics 1.,Limin   Jao ,EDUC 539,353,EDES
Teaching Secondary Mathematics 1.,Limin   Jao ,EDUC 539,353,EDES
Teaching Secondary English 1.,Christian Micha  Ehret ,EDUC 624,361,EDES
Teaching Secondary English 1.,Christian Micha  Ehret ,EDUC 624,361,EDES
Literature for Young Adults.,Bronwen Elizabeth  Low ,MCMED 206/7,366,EDES
Literature for Young Adults.,Bronwen Elizabeth  Low ,MCMED 206/7,366,EDES
Literature for Young Adults.,Bronwen Elizabeth  Low ,MCMED 206/7,366,EDES
Teaching Secondary Social Studies 2.,William Keith   Wilcox ,EDUC 629,434,EDES
Teaching Secondary Science 2.,Dawn   Wiseman ,EDUC 358,435,EDES
Teaching Secondary Mathematics 2.,Limin   Jao ,EDUC 436,453,EDES
Teaching Secondary English 2.,TBA,EDUC 211,461,EDES
Biomechanics of Human Movement.,David J   Pearsall ,CURRIE 408/9,206,EDKP
Biomechanics and Motor Learning.,Caroline   Paquette ,CURRIE 305/6,208,EDKP
Special Topics 02.,TBA,TBA,300,EDKP
Special Topics 02.,William James   Harvey ,TBA,300,EDKP
Special Topics 02.,David J   Pearsall ,TBA,300,EDKP
Evaluation in Physical Education.,TBA,CURRIE 408/9,307,EDKP
Basketball 2.,TBA,CURRIE 124/1,314,EDKP
Physical Education Methods.,TBA,CURRIE 305/6,342,EDKP
Historical Perspectives.,TBA,CURRIE 408/9,394,EDKP
Historical Perspectives.,TBA,CURRIE 408/9,394,EDKP
Adapted Physical Activity.,William James   Harvey ,DUFF THTR 1,396,EDKP
Special Topics 03.,TBA,TBA,400,EDKP
Special Topics 03.,William James   Harvey ,TBA,400,EDKP
Special Topics 03.,Celena   Scheede ,TBA,400,EDKP
Sport in Society.,Gordon A.  Bloom ,CURRIE 305/6,405,EDKP
Exercise Metabolism.,Tanja   Taivassalo ,CURRIE 305/6,445,EDKP
Exercise and Health Psychology.,Shane Norman  Sweet ,SADB 2/36,448,EDKP
Exercise and Health Psychology.,Shane Norman  Sweet ,SADB 2/36,448,EDKP
Exercise Pathophysiology 1.,Dennis   Jensen ,CURRIE 408/9,485,EDKP
Physical Education Curriculum Development.,Lee   Schaefer ,CURRIE 408/9,494,EDKP
Scientific Principles of Training.,Celena   Scheede ,CURRIE 305/6,495,EDKP
Advanced Biomechanics Theory.,Theodore E.  Milner ,CURRIE 408/9,566,EDKP
Physical Activity Psychology.,Lindsay   Duncan | Shane Norman  Sweet ,CURRIE 233,648,EDKP
Experimental Problems.,TBA,TBA,671,EDKP
Experimental Problems.,TBA,TBA,672,EDKP
Experimental Problems.,TBA,TBA,672D2,EDKP
Practicum: Interviewing Skills.,TBA,TBA,504,EDPC
Practicum: Interviewing Skills.,TBA,TBA,504,EDPC
Practicum: Interviewing Skills.,TBA,TBA,504,EDPC
Practicum: Group Leadership Skills.,TBA,EDUC 539,507,EDPC
Practicum: Group Leadership Skills.,TBA,EDUC 539,507,EDPC
Family Life Education and Marriage.,TBA,EDUC 129,510,EDPC
Family Life Education and Marriage.,TBA,EDUC 129,510,EDPC
Counselling Role of the Teacher.,TBA,EDUC 431,542,EDPC
Counselling Role of the Teacher.,TBA,EDUC 431,542,EDPC
Career Education and Guidance.,TBA,TBA,562,EDPC
Theories of Counselling 2.,Marilyn R   Fitzpatrick ,EDUC 629,607,EDPC
Psychological Testing 1.,TBA,EDUC 431,609,EDPC
Psychological Testing 1.,TBA,EDUC 539,609,EDPC
Clinic Practicum 2.,Marilyn R   Fitzpatrick ,EDUC 629,626,EDPC
Practicum.,Jack   Destefano ,EDUC 431,665D2,EDPC
Practicum.,TBA,EDUC 539,665D2,EDPC
Practicum.,TBA,EDUC 519,665D2,EDPC
Internship: General 1.,TBA,EDUC 539,679D2,EDPC
Internship: General 1.,TBA,EDUC 431,679D2,EDPC
Internship: General 1.,TBA,EDUC 519,679D2,EDPC
Practicum: Psychological Testing.,Tina   Montreuil ,EDUC 431,682D2,EDPC
Practicum in Psychological Testing: Personality Assessment.,TBA,EDUC 539,683,EDPC
Practicum in Psychological Testing: Personality Assessment.,TBA,EDUC 431,683,EDPC
Practicum in Psychological Testing: Cognitive Assessment.,TBA,EDUC 519,684,EDPC
Internship: Vocational and Rehabilitation Counselling.,TBA,TBA,685D2,EDPC
Internship: Vocational and Rehabilitation Counselling.,TBA,TBA,685D2,EDPC
Internship: Vocational and Rehabilitation Counselling.,TBA,TBA,685D2,EDPC
Assessment & Diagnosis 2.,TBA,EDUC 539,702,EDPC
Doctoral Field Experience.,Jack   Destefano ,EDUC 539,782D2,EDPC
Pre-doctoral Internship.,TBA,TBA,795D2,EDPC
Personality and Social Development.,TBA,EDUC 216,208,EDPE
Personality and Social Development.,TBA,EDUC 216,208,EDPE
Educational Psychology.,TBA,ENGMD 280,300,EDPE
Educational Psychology.,TBA,ENGMD 280,300,EDPE
Educational Psychology.,TBA,ENGMD 280,300,EDPE
Measurement and Evaluation.,TBA,MCMED 1034,304,EDPE
Measurement and Evaluation.,TBA,TBA,304,EDPE
Adolescence and Education.,TBA,EDUC 613,377,EDPE
Adolescence and Education.,TBA,EDUC 613,377,EDPE
Instructional Design.,Alain   Breuleux ,EDUC 216,535,EDPE
Uses of Research Findings in Education.,Michael L   Hoover ,EDUC 624,602,EDPE
Research Methods.,Adam   Dubé ,EDUC 629,605,EDPE
Cognitive Development.,Jacob A   Burack ,EDUC 539,616,EDPE
Multiculturalism and Gender.,TBA,EDUC 613,622,EDPE
Multiculturalism and Gender.,TBA,EDUC 613,622,EDPE
Social-Emotional Development.,TBA,TBA,623,EDPE
Practicum 2: School Psychology.,Eve-Marie Isabelle  Quintin ,EDUC 431,626,EDPE
Theories of Learning and Instruction.,TBA,EDUC 629,635,EDPE
Theories of Learning and Instruction.,Adam   Dubé ,EDUC 216,635,EDPE
Theories of Learning and Instruction.,Adam   Dubé ,EDUC 216,635,EDPE
Motivation and Instruction.,Nathan Chad  Hall ,EDUC 434,636,EDPE
Applied Theory/Methods in the Learning Sciences.,Michael L   Hoover ,EDUC 629,656,EDPE
Educational Assessment and Evaluation.,TBA,EDUC 433,670,EDPE
Univariate/Multivariate Analysis.,Chiaki   Konishi ,EDUC 627,682,EDPE
Univariate/Multivariate Analysis.,Chiaki   Konishi ,EDUC 627,682,EDPE
Qualitative Methods in Educational Psychology.,Jessica   Ruglis ,EDUC 539,687,EDPE
Neurological Bases of Behaviour Across Lifespan.,TBA,EDUC 431,712,EDPE
School Psychology: Elementary.,Armando   Bertone ,TBA,721D2,EDPE
School Psychology: Secondary.,Armando   Bertone ,TBA,722D2,EDPE
School Psychology: Community.,Armando   Bertone ,TBA,723D2,EDPE
Internship 1 - School Psychology.,Jeffrey L   Derevensky ,TBA,725D2,EDPE
Internship 2 - School Psychology.,Jeffrey L   Derevensky ,TBA,726D2,EDPE
Teaching and Learning in Higher Education.,TBA,EDUC 539,689,EDPH
Teaching and Learning in Higher Education.,TBA,EDUC 539,689,EDPH
Diverse Learners.,TBA,STBIO S1/4,309,EDPI
Diverse Learners.,TBA,STBIO S1/4,309,EDPI
Diverse Learners.,01/04-04/11,Cancelled,309,EDPI
Diverse Learners.,TBA,STBIO S1/4,309,EDPI
Diverse Learners.,TBA,STBIO S1/4,309,EDPI
Diverse Learners.,TBA,STBIO S1/4,309,EDPI
Diverse Learners.,TBA,STBIO S1/4,309,EDPI
Students with Behavior Difficulties.,TBA,LEA 212,441,EDPI
Students with Behavior Difficulties.,TBA,LEA 212,441,EDPI
Students with Learning Difficulties.,TBA,EDUC 613,442,EDPI
Students with Learning Difficulties.,TBA,EDUC 613,442,EDPI
Talented and Gifted Students.,TBA,EDUC 624,526,EDPI
Talented and Gifted Students.,TBA,EDUC 624,526,EDPI
Talented and Gifted Students.,TBA,EDUC 624,526,EDPI
Field Work 1.,TBA,TBA,539,EDPI
Field Work 2.,TBA,EDUC 613,540,EDPI
Assessment For Effective Intervention.,Robert Samuel  Savage ,EDUC 624,645,EDPI
Instruction/Curriculum Adaptation.,TBA,EDUC 211,654,EDPI
Instruction/Curriculum Adaptation.,TBA,EDUC 211,654,EDPI
Clinic Practicum in Special Education.,TBA,EDUC 613,656D2,EDPI
Promoting Social and Emotional Well-Being.,Chiaki   Konishi ,EDUC 437,667,EDPI
Internship/Special Needs Education.,TBA,EDUC 613,756D2,EDPI
Integrating Educational Technology in Classrooms.,01/04-04/11,Cancelled,200,EDPT
Educational Media 1.,TBA,EDUC 129,204,EDPT
Sociolinguistics and L2 Education.,TBA,EDUC 129,304,EDSL
Pedagogical Grammar.,TBA,EDUC 216,311,EDSL
Literacy 2: Teaching Writing in ESL.,TBA,EDUC 434,332,EDSL
Enseignement du FLS-immersion.,Roy   Lyster ,STBIO S3/3,345,EDSL
Assessment in TESL.,TBA,EDUC 211,412,EDSL
"Laboratoire d'enseignement en français langue seconde.",Susan Gail   Ballinger ,EDUC 431,444,EDSL
Methods in TESL 1.,TBA,EDUC 129,447,EDSL
Methods in TESL 2.,TBA,EDUC 624,458,EDSL
Second Language Acquisition Applied to Classroom Contexts.,James   Howden ,TBA,505,EDSL
Didactique du français en contexte immersif.,TBA,EDUC 431,544,EDSL
Fondements pédagogiques de l’immersion.,TBA,STBIO S3/3,545,EDSL
Special Topic in Second Language Education.,Susan Gail   Ballinger ,EDUC 539,617,EDSL
Classroom-Centred Second Language Research.,Roy   Lyster ,EDUC 129,627,EDSL
Qualitative/Ethnographic Methods.,TBA,EDUC 629,630,EDSL
Introduction to Psycho-educational Assessment.,Armando   Bertone ,EDUC 539,610,EDSP
Selected Topics in School/Applied Child Psychology 2.,Victoria   Talwar ,EDUC 431,702,EDSP
Theory and Practice of Supervision.,Eve-Marie Isabelle  Quintin ,EDUC 431,715D2,EDSP
Critical Influences on Educational Praxis.,TBA,EDUC 434,508,EDTL
Applied Methods in Teaching Science in Secondary School.,Allison Jardim  Gonsalves ,EDUC 361,625,EDTL
Applied Methods in Teaching Mathematics in Secondary School.,Limin   Jao ,EDUC 436,627,EDTL
Applied Methods in Teaching Secondary Eng. Language Arts.,Christian Micha  Ehret ,STBIO N2/2,629,EDTL
Applied Methods in Teaching Social Science in Sec. School.,Boghos   Zanazanian ,ARTS W-215,633,EDTL
Applied Methods in Second Language Education.,TBA,EDUC 431,635,EDTL
Departmental Survey of English Literature 2.,Miranda Brun   Hickman ,ENGMC 204,203,ENGL
Introduction to Shakespeare.,Fiona   Ritchie ,STBIO N2/2,215,ENGL
Canadian Literature 2.,Robert   Lecker ,ARTS W-120,229,ENGL
Introduction to Performance.,Sean   Carney ,ARTS W-25,269,ENGL
Introduction to Film as Mass Medium.,Trevor   Ponech ,MAASS 10,280,ENGL
Renaissance English Literature 1.,Kenneth H   Borris ,ARTS W-20,305,ENGL
Victorian and Edwardian Drama 1.,Denis   Salter ,ARTS W-25,312,ENGL
20th Century Drama.,Sean   Carney ,ARTS W-20,314,ENGL
Shakespeare.,Theodore W   Folkerth ,STBIO S1/3,315,ENGL
Theory of English Studies 1.,David C   Hensley ,LEA 109,317,ENGL
20th Century American Prose.,TBA,EDUC 216,324,ENGL
English Novel: 19th  Century 2.,Yael   Halevi-Wise ,EDUC 624,330,ENGL
Literature Romantic Period 1.,TBA,BIRKS 203,331,ENGL
Development of Canadian Poetry 2.,Robert   Lecker ,ARTS 350,333,ENGL
The 20th Century Novel 2.,William Allan   Hepburn ,EDUC 216,336,ENGL
Great Writings of Europe 1.,Kenneth H   Borris ,ARTS W-20,347,ENGL
Theories of Difference.,TBA,STBIO N2/2,352,ENGL
The Poetics of Performance.,Katherine   Zien ,ARTS W-25,355,ENGL
Chaucer - Canterbury Tales.,Michael   Raby ,BURN 920,357,ENGL
The Poetics of the Image.,Ara   Osterweil ,MCMED 1034,359,ENGL
Creative Writing: Fiction 2.,TBA,TBA,364,ENGL
Stage Scenery and Lighting 2.,Keith B   Roche ,ARTS MOYSE HALL,372,ENGL
Interpretation Dramatic Text.,Myrna Wyatt   Selkirk ,ARTS 385,375D2,ENGL
Costuming for the Theatre 2.,Catherine A   Bradley ,ARTS B-60,377,ENGL
A Film-Maker 1.,Alanna Michael   Thain ,LEA 15,381,ENGL
Studies in Communications 1.,Berkeley   Kaite ,LEA 110,383,ENGL
Studies in Popular Culture.,Marianne A   Stenbaek ,EDUC 624,388,ENGL
Political and Cultural Theory.,Paul Edward   Yachnin ,ARTS 230,390,ENGL
Studies in the 18th Century.,Peter   Sabor ,ARTS 350,403,ENGL
Studies in 19th Century Literature 2.,TBA,ARTS 230,405,ENGL
The 20th Century.,TBA,EDUC 338,407,ENGL
The 20th Century.,Sandeep   Banerjee ,EDUC 338,408,ENGL
Studies in a Canadian Author.,Eli Nicholas  MacLaren ,SH688 361,409,ENGL
Studies in 20th Century Literature 2.,William Allan   Hepburn ,ARTS 350,415,ENGL
Studies in Shakespeare.,Paul Edward   Yachnin ,MDHAR G-01,416,ENGL
Studies in 20th Century Literature.,Curtis Michael  Brown ,MAASS 328,419,ENGL
African Literature.,Monica   Popescu ,RPHYS 114,421,ENGL
Studies in 19th Century American Literature.,TBA,EDUC 434,422,ENGL
Studies in 19th Century Literature.,Miranda Brun   Hickman ,ARTS W-20,423,ENGL
Studies in Drama.,Katherine   Zien ,ARTS W-25,431,ENGL
Studies in Literary Form.,Dorothy A   Bray ,ARTS W-20,438,ENGL
First Nations and Inuit Literature and Media.,Marianne A   Stenbaek ,ARTS 230,440,ENGL
"Studies: Women's Writing and Feminist Theory.",Berkeley   Kaite ,ARTS 350,444,ENGL
Theories of Text and Performance 2.,Erin Jane   Hurley ,ARTS W-25,459,ENGL
Studies in Literary Theory 2.,David C   Hensley ,ARTS 230,461,ENGL
Theatre Laboratory.,Myrna Wyatt   Selkirk ,ARTS W-25,465D2,ENGL
Advanced Studies in Theatre History.,Denis   Salter ,ARTS W-25,467,ENGL
Acting 3.,TBA,ARTS W-25,469,ENGL
Culture and Critical Theory 1.,Derek Richard  Nystrom ,SH688 491,489,ENGL
Biocontrol of Pest Insects.,Gary Brian   Dunphy ,RAYMND 3-038,352,ENTO
Insect Physiology.,Gary Brian   Dunphy ,BARTON 1-016,520,ENTO
Insect Phylogeny and Diversity.,TBA,TBA,610,ENTO
Population & Community Ecology.,TBA,RAYMND 2-046,305,ENVB
Assessing Environmental Impact.,Gordon Maxwell  Hickey ,RAYMND 4-045,437,ENVB
Quantitative Methods: Ecology.,Christopher   Solomon ,MACSTW 2-028,506,ENVB
The Evolving Earth.,Brian   Leung | Don   Baker ,RPHYS 112,202,ENVR
The Evolving Earth.,George   McCourt | Sylvie   de Blois ,CENTEN 1-163,202,ENVR
"Knowledge, Ethics and Environment.",Jaye Dana   Ellis | Daviken   Studnicki-Gizbert ,MDHAR G-10,203,ENVR
Environmental Research Design.,Ismael   Vaccaro | Raja   Sengupta ,ARTS W-20,301,ENVR
Environmental Thought.,Iwao   Hirose | Jaye Dana   Ellis ,STBIO S3/3,400,ENVR
Ecology of Species Invasions.,Anthony   Ricciardi ,REDMUS AUD,540,ENVR
Special Topics in Epidemiology.,Arijit   Sinha | Mohammad Ehsanul  Karim ,TBA,591,EPIB
Intermediate Epidemiology.,James   Brophy ,TBA,603,EPIB
Advanced Epidemiology.,Claire   Infante-Rivard | Jonathan   Chevrier ,TBA,608,EPIB
Advanced Methods: Causal Inference.,Robert William   Platt ,TBA,610,EPIB
Basics of Measurement in Epidemiology.,Seungmi   Yang ,TBA,614,EPIB
Data Analysis in Health Sciences.,Aurelie   Labbe ,TBA,621,EPIB
Analysis of Correlated Data.,TBA,TBA,627,EPIB
Special Topics 9.,Arijit Kumar  Nandi | Samuel Birnie  Harper ,TBA,678,EPIB
Global Health: Epidemiological Research.,Theresia Walburga  Gyorkos ,TBA,681,EPIB
Intermediate Bayesian Analysis in Health Sciences.,Lawrence   Joseph ,TBA,683,EPIB
Principles of Environmental Health Sciences 2.,Mark   Goldberg | Niladri   Basu ,TBA,685,EPIB
The Terrestrial Planets.,Olivia   Jensen ,ADAMS AUD,180,EPSC
Environmental Geology.,William Grant  Minarik ,MAASS 217,181,EPSC
Astrobiology.,Boswell Alan  Wing | Nicolas   Cowan ,ENGMC 204,182,EPSC
Understanding Planet Earth.,Natalya   Gomez ,SADB M-1,201,EPSC
Structural Geology.,James David  Kirkpatrick ,ADAMS 348,203,EPSC
Introductory Petrology.,Kim   Berlo ,ADAMS 211,212,EPSC
Properties of Minerals.,Jeanne   Paquette ,ADAMS 211,225,EPSC
Invertebrate Paleontology.,Jeanne   Paquette ,ADAMS 211,334,EPSC
Tectonics.,James David  Kirkpatrick ,TBA,350,EPSC
Metamorphic Petrology.,Vincent Johan   van Hinsberg ,ADAMS 315,445,EPSC
Earthquake Physics and Geology.,Yajing   Liu | Rebecca   Harrington ,TBA,520,EPSC
Modelling Geochemical Processes.,Don   Baker ,TBA,547,EPSC
Hydrogeology.,Jeffrey Marshall  McKenzie ,ADAMS 211,549,EPSC
The Earth System.,William Grant  Minarik | Frederic   Fabry | Michel F   Lapointe ,BURN 1B45,104,ESYS
Earth System Processes.,Bernhard Ludwig  Lehner | Jeffrey Marshall  McKenzie ,BURN 1B24,200,ESYS
Earth System Modelling.,Bruno   Tremblay ,BURN 1B39,301,ESYS
Physiology and Biochemistry Endocrine Systems.,Jun-Li   Liu ,STBIO W2/3A,401,EXMD
Advanced Endocrinology 02.,Andrew   Bateman | Maia V  Kokoeva ,EDUC 216,503,EXMD
Advanced Topics in Respiration.,Elizabeth Dee   Fixman ,STBIO S2/2,508,EXMD
Gastrointestinal Physiology and Pathology.,Gary Edward   Wild ,TBA,509,EXMD
Joint Venturing with Industry.,K Steven   Clarke ,TBA,511,EXMD
Techniques in Molecular Genetics.,Danielle   Malo | Danuta   Radzioch ,TBA,602,EXMD
Recent Advances in Cellular and Molecular Biology.,Marie-Therese   Kmita ,TBA,604D2,EXMD
Molecular Control of Cell Growth.,Xiang-Jiao   Yang ,TBA,607,EXMD
Molecular Methods in Medical Research.,William S   Powell | Simon   Rousseau ,TBA,610,EXMD
Environmental Carcinogenesis.,Jian Hui   Wu ,TBA,614,EXMD
Essentials of Glycobiology.,Brian   Gilfix ,TBA,615,EXMD
Workshop in Clinical Trials 1.,Bertrand J  Jean-Claude ,TBA,617,EXMD
Clinical Trials and Research 1.,Bertrand J  Jean-Claude ,TBA,620,EXMD
Clinical Trials and Research 2.,Bertrand J  Jean-Claude ,TBA,625,EXMD
Clinical Trials and Research 3.,Bertrand J  Jean-Claude ,TBA,626,EXMD
Clinical Aspects of Research in Respiratory Diseases.,Kevin   Schwartzman ,TBA,633,EXMD
Experimental/Clinical Oncology.,Nicole   Beauchemin | Wilson H   Miller ,TBA,635D2,EXMD
Principles of Environmental Health Sciences 2.,Niladri   Basu | Mark   Goldberg ,TBA,671,EXMD
Surgical Innovation 2.,Jake   Barralet ,TBA,621,EXSU
Introduction to the Engineering Profession.,David   Frost ,MDHAR G-10,100,FACC
Introduction to the Engineering Profession.,David   Frost ,ENGMC 304,100,FACC
Engineering Economy.,Raad   Jassim ,ENGMC 304,300,FACC
Engineering Economy.,Raad   Jassim ,ENGMC 304,300,FACC
Engineering Professional Practice.,Lawrence R   Chen ,SADB M-1,400,FACC
Engineering Professional Practice.,Lawrence R   Chen ,MAASS 112,400,FACC
Agribusiness Entrepreneurship.,Eduardo   Ganem Cuenca ,RAYMND 3-038,310,FAES
Organic Chemistry.,Alice D  Cherestes ,MACSTW B-016,230,FDSC
Physical Chemistry.,Ashraf A   Ismail ,CENTEN 1-150,233,FDSC
Food Chemistry 1.,Ashraf A   Ismail ,CENTEN 1-163,251,FDSC
Separation Techniques in Food Analysis 1.,Stephane   Bayen ,RAYMND 3-048,315,FDSC
Food Commodities.,Benjamin K   Simpson ,CENTEN 1-162,319,FDSC
Food Processing.,Hosahalli   Ramaswamy ,CENTEN 1-150,330,FDSC
Analysis of Food Toxins and Toxicants.,Stephane   Bayen ,RAYMND 2-045,334,FDSC
Food Packaging.,TBA,RAYMND 3-011,400,FDSC
Flavour Chemistry.,Varoujan   Yaylayan ,RAYMND 4-045,516,FDSC
Food Quality Assurance.,TBA,RAYMND 4-045,525,FDSC
Food Traceability.,TBA,RAYMND 3-038,536,FDSC
Advances in Food Microbiology.,TBA,RAYMND 4-045,545,FDSC
Food Toxins & Toxicants.,Stephane   Bayen ,RAYMND 2-045,634,FDSC
Separation Techniques in Food Analysis 2.,Stephane   Bayen ,RAYMND 3-048,652,FDSC
Advanced Topics in Food Science.,TBA,TBA,725,FDSC
Introduction to Film History.,TBA,LEA 26,279,FILM
Corporate Finance.,Sujata   Madan ,BRONF 002,342,FINE
Corporate Finance.,Matthieu Kenji  Bouvard ,BRONF 210,342,FINE
Corporate Finance.,Matthieu Kenji  Bouvard ,BRONF 423,342,FINE
Corporate Finance.,TBA,WONG 1030,342,FINE
Topics in Finance 1.,Jiro   Kondo ,BRONF 178,434,FINE
Topics in Finance 1.,Ruslan   Goyenko ,BRONF 205,434,FINE
Topics in Finance 1.,Jiro   Kondo ,BRONF 045,434,FINE
Investment Management.,Sebastien   Betermier ,BRONF 046,441,FINE
Investment Management.,Sebastien   Betermier ,BRONF 410,441,FINE
Investment Management.,Mohammed M   Chaudhury ,BRONF 410,441,FINE
Capital Markets and Institutions.,Larbi   Hammami ,BRONF 001,442,FINE
Capital Markets and Institutions.,Larbi   Hammami ,BRONF 410,442,FINE
Applied Corporate Finance.,Ruslan   Goyenko ,BRONF 410,443,FINE
Applied Corporate Finance.,Ruslan   Goyenko ,BRONF 001,443,FINE
Applied Corporate Finance.,Larbi   Hammami ,BRONF 001,443,FINE
Applied Corporate Finance.,Mohammed M   Chaudhury ,BRONF 410,443,FINE
Financial Derivatives.,Patrick   Augustin ,BRONF 001,448,FINE
Financial Derivatives.,Patrick   Augustin ,BRONF 001,448,FINE
Fixed Income Analysis.,TBA,BRONF 001,451,FINE
Fixed Income Analysis.,TBA,BRONF 001,451,FINE
International Finance 1.,Francesca   Carrieri ,BRONF 002,482,FINE
International Finance 1.,Francesca   Carrieri ,BRONF 002,482,FINE
International Finance 1.,TBA,LEA 210,482,FINE
International Finance 2.,David Simon  Schumacher ,BRONF 045,492,FINE
International Finance 2.,David Simon  Schumacher ,BRONF 423,492,FINE
Applied Investments.,Kenneth   Lester ,BRONF 210,541N1,FINE
Applied Investments.,Kenneth   Lester ,BRONF 210,541N1,FINE
Corporate Mergers.,Matthieu Kenji  Bouvard ,BRONF 340,620,FINE
Modern Corporate Finance.,Sujata   Madan ,BRONF 360,622,FINE
Derivatives and Risk Management.,Patrick   Augustin ,BRONF 340,639,FINE
Investments and Portfolio Management.,Sebastien   Betermier ,BRONF 360,646,FINE
Advanced Corporate Finance.,Jiro   Kondo ,BRONF 205,683,FINE
Fixed Income Analysis.,Jan Edvard Ludvig  Ericsson ,BRONF 310,684,FINE
Market Risk Management.,Ruslan   Goyenko ,BRONF 310,685,FINE
Mergers and Acquisitions.,Matthieu Kenji  Bouvard ,BRONF 205,688,FINE
Advanced Topics in Finance 1.,01/04-04/11,Cancelled,690,FINE
Advanced Topics in Finance 1.,TBA,TBA,690,FINE
Advanced Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,TBA,690N1,FINE
Advanced Topics in Finance 2.,Kenneth   Lester ,BRONF 360,691,FINE
Global Capital Markets.,TBA,BRONF 310,693,FINE
Introductory Financial Economics.,Benjamin   Croitoru ,BRONF 310,706,FINE
Advanced Topics in Family Medicine: Knowledge Translation.,Anne   Cockcroft ,TBA,601,FMED
Advanced Participatory Research in Health.,Neil   Andersson | Jonathan   Salsberg ,TBA,604,FMED
Applied Mixed Methods in Health Research.,Pierre   Pluye | Alissa   Levine | Belinda Farias   Nicolau ,TBA,672,FMED
Health and Safety (152-VSG-MC).,Serge   Lussier ,CENTEN 1-162,007,FMT4
